2024-07-02T14:03:26+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:30+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:35+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:39+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:43+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:47+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:51+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:55+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:03:59+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:03+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:07+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:11+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:15+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:19+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:23+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:27+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:31+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:35+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:39+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:43+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:47+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:51+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:55+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:04:59+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:05:03+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:05:07+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:05:11+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:05:15+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:05:16+03:00,true,RWC_6,172.18.65.95,32,50ms,64
2024-07-02T14:05:16+03:00,true,RWC_6,172.18.65.95,32,42ms,64
2024-07-02T14:05:16+03:00,true,RWC_6,172.18.65.95,32,43ms,64
2024-07-02T14:05:17+03:00,true,RWC_6,172.18.65.95,32,37ms,64
2024-07-02T14:05:17+03:00,true,RWC_6,172.18.65.95,32,47ms,64
2024-07-02T14:05:18+03:00,true,RWC_6,172.18.65.95,32,224ms,64
2024-07-02T14:05:18+03:00,true,RWC_6,172.18.65.95,32,54ms,64
2024-07-02T14:05:19+03:00,true,RWC_6,172.18.65.95,32,94ms,64
2024-07-02T14:05:19+03:00,true,RWC_6,172.18.65.95,32,16ms,64
2024-07-02T14:05:20+03:00,true,RWC_6,172.18.65.95,32,25ms,64
2024-07-02T14:05:20+03:00,true,RWC_6,172.18.65.95,32,62ms,64
2024-07-02T14:05:21+03:00,true,RWC_6,172.18.65.95,32,41ms,64
2024-07-02T14:05:21+03:00,true,RWC_6,172.18.65.95,32,115ms,64
2024-07-02T14:05:22+03:00,true,RWC_6,172.18.65.95,32,49ms,64
2024-07-02T14:05:23+03:00,true,RWC_6,172.18.65.95,32,317ms,64
2024-07-02T14:05:23+03:00,true,RWC_6,172.18.65.95,32,45ms,64
2024-07-02T14:05:24+03:00,true,RWC_6,172.18.65.95,32,436ms,64
2024-07-02T14:05:24+03:00,true,RWC_6,172.18.65.95,32,83ms,64
2024-07-02T14:05:25+03:00,true,RWC_6,172.18.65.95,32,114ms,64
2024-07-02T14:05:26+03:00,true,RWC_6,172.18.65.95,32,113ms,64
2024-07-02T14:05:26+03:00,true,RWC_6,172.18.65.95,32,36ms,64
2024-07-02T14:05:27+03:00,true,RWC_6,172.18.65.95,32,52ms,64
2024-07-02T14:05:27+03:00,true,RWC_6,172.18.65.95,32,48ms,64
2024-07-02T14:05:27+03:00,true,RWC_6,172.18.65.95,32,42ms,64
2024-07-02T14:05:28+03:00,true,RWC_6,172.18.65.95,32,36ms,64
2024-07-02T14:05:28+03:00,true,RWC_6,172.18.65.95,32,53ms,64
2024-07-02T14:05:29+03:00,true,RWC_6,172.18.65.95,32,50ms,64
2024-07-02T14:05:29+03:00,true,RWC_6,172.18.65.95,32,119ms,64
2024-07-02T14:05:30+03:00,true,RWC_6,172.18.65.95,32,73ms,64
2024-07-02T14:05:30+03:00,true,RWC_6,172.18.65.95,32,153ms,64
2024-07-02T14:05:31+03:00,true,RWC_6,172.18.65.95,32,23ms,64
2024-07-02T14:05:31+03:00,true,RWC_6,172.18.65.95,32,157ms,64
2024-07-02T14:05:32+03:00,true,RWC_6,172.18.65.95,32,81ms,64
2024-07-02T14:05:32+03:00,true,RWC_6,172.18.65.95,32,36ms,64
2024-07-02T14:05:33+03:00,true,RWC_6,172.18.65.95,32,19ms,64
2024-07-02T14:05:33+03:00,true,RWC_6,172.18.65.95,32,35ms,64
2024-07-02T14:05:34+03:00,true,RWC_6,172.18.65.95,32,110ms,64
2024-07-02T14:05:34+03:00,true,RWC_6,172.18.65.95,32,115ms,64
2024-07-02T14:05:35+03:00,true,RWC_6,172.18.65.95,32,63ms,64
2024-07-02T14:05:36+03:00,true,RWC_6,172.18.65.95,32,74ms,64
2024-07-02T14:05:36+03:00,true,RWC_6,172.18.65.95,32,45ms,64
2024-07-02T14:05:36+03:00,true,RWC_6,172.18.65.95,32,17ms,64
2024-07-02T14:05:37+03:00,true,RWC_6,172.18.65.95,32,390ms,64
2024-07-02T14:05:38+03:00,true,RWC_6,172.18.65.95,32,152ms,64
2024-07-02T14:05:38+03:00,true,RWC_6,172.18.65.95,32,105ms,64
2024-07-02T14:05:39+03:00,true,RWC_6,172.18.65.95,32,44ms,64
2024-07-02T14:05:39+03:00,true,RWC_6,172.18.65.95,32,45ms,64
2024-07-02T14:05:40+03:00,true,RWC_6,172.18.65.95,32,53ms,64
2024-07-02T14:05:40+03:00,true,RWC_6,172.18.65.95,32,26ms,64
2024-07-02T14:05:40+03:00,true,RWC_6,172.18.65.95,32,36ms,64
2024-07-02T14:05:41+03:00,true,RWC_6,172.18.65.95,32,7ms,64
2024-07-02T14:05:41+03:00,true,RWC_6,172.18.65.95,32,75ms,64
2024-07-02T14:05:42+03:00,true,RWC_6,172.18.65.95,32,44ms,64
2024-07-02T14:05:42+03:00,true,RWC_6,172.18.65.95,32,161ms,64
2024-07-02T14:05:43+03:00,true,RWC_6,172.18.65.95,32,33ms,64
2024-07-02T14:05:43+03:00,true,RWC_6,172.18.65.95,32,45ms,64
2024-07-02T14:05:43+03:00,true,RWC_6,172.18.65.95,32,53ms,64
2024-07-02T14:05:44+03:00,true,RWC_6,172.18.65.95,32,48ms,64
2024-07-02T14:05:44+03:00,true,RWC_6,172.18.65.95,32,51ms,64
2024-07-02T14:05:45+03:00,true,RWC_6,172.18.65.95,32,144ms,64
2024-07-02T14:05:45+03:00,true,RWC_6,172.18.65.95,32,95ms,64
2024-07-02T14:05:46+03:00,true,RWC_6,172.18.65.95,32,49ms,64
2024-07-02T14:05:46+03:00,true,RWC_6,172.18.65.95,32,64ms,64
2024-07-02T14:05:46+03:00,true,RWC_6,172.18.65.95,32,43ms,64
2024-07-02T14:05:47+03:00,true,RWC_6,172.18.65.95,32,43ms,64
2024-07-02T14:05:47+03:00,true,RWC_6,172.18.65.95,32,52ms,64
2024-07-02T14:05:48+03:00,true,RWC_6,172.18.65.95,32,47ms,64
2024-07-02T14:05:48+03:00,true,RWC_6,172.18.65.95,32,45ms,64
2024-07-02T14:05:48+03:00,true,RWC_6,172.18.65.95,32,52ms,64
2024-07-02T14:05:49+03:00,true,RWC_6,172.18.65.95,32,33ms,64
2024-07-02T14:05:49+03:00,true,RWC_6,172.18.65.95,32,118ms,64
2024-07-02T14:05:50+03:00,true,RWC_6,172.18.65.95,32,50ms,64
2024-07-02T14:05:50+03:00,true,RWC_6,172.18.65.95,32,40ms,64
2024-07-02T14:05:51+03:00,true,RWC_6,172.18.65.95,32,33ms,64
2024-07-02T14:05:51+03:00,true,RWC_6,172.18.65.95,32,44ms,64
2024-07-02T14:05:51+03:00,true,RWC_6,172.18.65.95,32,41ms,64
2024-07-02T14:05:52+03:00,true,RWC_6,172.18.65.95,32,44ms,64
2024-07-02T14:05:52+03:00,true,RWC_6,172.18.65.95,32,49ms,64
2024-07-02T14:05:53+03:00,true,RWC_6,172.18.65.95,32,31ms,64
2024-07-02T14:05:53+03:00,true,RWC_6,172.18.65.95,32,56ms,64
2024-07-02T14:05:54+03:00,true,RWC_6,172.18.65.95,32,48ms,64
2024-07-02T14:05:54+03:00,true,RWC_6,172.18.65.95,32,39ms,64
2024-07-02T14:05:54+03:00,true,RWC_6,172.18.65.95,32,51ms,64
2024-07-02T14:05:55+03:00,true,RWC_6,172.18.65.95,32,49ms,64
2024-07-02T14:05:55+03:00,true,RWC_6,172.18.65.95,32,46ms,64
2024-07-02T14:05:56+03:00,true,RWC_6,172.18.65.95,32,93ms,64
2024-07-02T14:05:56+03:00,true,RWC_6,172.18.65.95,32,149ms,64
2024-07-02T14:05:57+03:00,true,RWC_6,172.18.65.95,32,49ms,64
2024-07-02T14:05:57+03:00,true,RWC_6,172.18.65.95,32,153ms,64
2024-07-02T14:07:26+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:30+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:34+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:38+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:42+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:46+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:50+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:54+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:07:58+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:02+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:06+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:11+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:15+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:19+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:23+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:27+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:31+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:35+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:39+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:43+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
2024-07-02T14:08:47+03:00,false,Ping result for RWC_6 (172.18.65.95): ping command finished with error: exit status 1
